Nr. Linii;Godzina;Liczba przejazdów;Pętla1;Pętla 2
21;23:00;6;TARCZYŃSKI ARENA (KRÓLEWIECKA);GAJ
21;00:00;0;TARCZYŃSKI ARENA (KRÓLEWIECKA);GAJ
21;01:00;0;TARCZYŃSKI ARENA (KRÓLEWIECKA);GAJ
21;02:00;0;TARCZYŃSKI ARENA (KRÓLEWIECKA);GAJ
21;03:00;0;TARCZYŃSKI ARENA (KRÓLEWIECKA);GAJ
22;04:00;0;PILCZYCE;TARNOGAJ
22;05:00;3;PILCZYCE;TARNOGAJ
22;06:00;5;PILCZYCE;TARNOGAJ
22;07:00;5;PILCZYCE;TARNOGAJ
22;08:00;6;PILCZYCE;TARNOGAJ
22;09:00;4;PILCZYCE;TARNOGAJ
22;10:00;4;PILCZYCE;TARNOGAJ
22;11:00;4;PILCZYCE;TARNOGAJ
22;12:00;4;PILCZYCE;TARNOGAJ
22;13:00;4;PILCZYCE;TARNOGAJ
22;14:00;4;PILCZYCE;TARNOGAJ
22;15:00;5;PILCZYCE;TARNOGAJ
22;16:00;5;PILCZYCE;TARNOGAJ
22;17:00;6;PILCZYCE;TARNOGAJ
22;18:00;4;PILCZYCE;TARNOGAJ
22;19:00;5;PILCZYCE;TARNOGAJ
22;20:00;3;PILCZYCE;TARNOGAJ
22;21:00;3;PILCZYCE;TARNOGAJ
22;22:00;4;PILCZYCE;TARNOGAJ
22;23:00;1;PILCZYCE;TARNOGAJ
22;00:00;0;PILCZYCE;TARNOGAJ
22;01:00;0;PILCZYCE;TARNOGAJ
22;02:00;0;PILCZYCE;TARNOGAJ
22;03:00;0;PILCZYCE;TARNOGAJ
23;04:00;1;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;05:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;06:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;07:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;08:00;4;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;09:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;10:00;4;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;11:00;4;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;12:00;4;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;13:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;14:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;15:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;16:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;17:00;4;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;18:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;19:00;5;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;20:00;3;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;21:00;3;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;22:00;3;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;23:00;3;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;00:00;0;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;01:00;0;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;02:00;0;KOWALE;WROCŁAW NOWY DWÓR (P+R)
23;03:00;0;KOWALE;WROCŁAW NOWY DWÓR (P+R)
